lable	label	text
0	质询	A vaccine for a virus that 98% recoverable? A vaccine that isn’t a vaccine at all! Told even if you get the jab you… https://t.co/5BH2iypTHE
1	攻击	STILL!! NO FUCKING EDUCATORS HAVE BEEN VACCINATED and YOU NO COVID TASK PLAN!! You’re going to kill us… https://t.co/JxFFyegBUV
0	断定	@SexCounseling They are about to sneak mandatory vaccine on us.
0	陈述	The latest on the 2nd #impeachment of @POTUS45 throughout the morning...Colorado's continued vaccine rollout at 7:5… https://t.co/jR7CoBTDNp
0	同意	@Shadowcatuk Yeah. Same here. I want to get out but I want it to be when everyone has had at least their 1st vaccin… https://t.co/PPhoqCKjhh
1	抱怨	@itvnews I’m sick of this black lives stuff now when the majority of them won’t take the Covid vaccine , they are n… https://t.co/ufZR3CljGa
1	攻击	Miss Ronna is a bigot, and not bright.\nVaccinate teachers and then social distance and open schools CAREFULLY! https://t.co/24QdeD8NIK
0	析因	My mom's vaccine charge was initially rejected by aetna for some bullshit paperwork thing because they didn't like… https://t.co/L8HtzOMjJr
0	引述	Biden administration to begin shipping vaccine doses directly to pharmacies https://t.co/UbyGeluDwe via @politico
0	批评	@CGChinaLiYang Imagine such nonsense!!  If US says China is engaged in vaccine diplomacy US has then started politicizing vaccine.
0	引述	For details, visit https://t.co/Uqp7HTp4nR\n\n#HealthForAll #CoronavirusVaccine #IndiaFightsCOVID19 #CoronaUpdatesInIndia
0	质询	@Independent What are their post vaccination results? Citizens have rights of knowing the effects.
0	质询	@Vitt2TsNoC @girlwithredhurr What if their job requires them to go to the office? But they don't want the vaccine a… https://t.co/xM87bLuMLn
2	邀请/建议	Arrive no more than 10 minutes before your appointment unless you are asked to do so 👇🏼 https://t.co/9jcDR6MDeg
0	陈述	Got my second COVID vaccine Friday. Symptom report: much less soreness in the arm, but tired for a linger period an… https://t.co/BUlKuDQAY6
0	陈述	We've received requests for vaccine supply from 22 nations so far. Out of these, supply has already been made to 15… https://t.co/msLk8xV5dW
1	攻击	@somewherein84 @RichForrest2 The moron gets the Pfizer vaccine everyone else gets the one in the wire basket outsid… https://t.co/7CEw95empP
1	攻击	@MarshaBlackburn How about getting vaccine into everyone's arms, you b*tch.
2	请求	If people show up in your neighborhood to steal vaccine appointments, please rob them.
0	陈述	my arm hurts help 🥲 https://t.co/6S3emmaz3T
0	引述	❤️🇺🇸❤️❤️❤️❤️ a TRUTH movement https://t.co/inzjSaHZhl
0	陈述	@BarryMcCock6_9 @DrKellyVictory People are killing themselves to get the vaccine. In LA County they had text codes… https://t.co/hlmQeYPGhJ
1	希望	I’m ready for my vaccine so I can keep myself and my students safe! @NC_Governor please help #GiveUsAShot… https://t.co/nKfP30OYQi
0	引述	BioNTech/Pfizer vaccine should work against virus variants: Study – POLITICO https://t.co/rVIzIDhh36
0	质询	@joshdcaplan Why get the damn vax then???
0	陈述	@eNCA The vaccine has arrived from India  with a Dubai plane
0	引述	Participants must meet the state eligibility requirements to receive the vaccine. https://t.co/LrnlsFNy5R
0	同意	@espiteau @Cernovich @CNN Yes.  NYC has been doing well since late summer compared to what we went thru when Covid1… https://t.co/VU4wYfTA3t
0	推测	@alwayspimpin68 In a few months she'll be crying about either the loss of her baby or the defect caused by the vax. I pray I'm wrong.
0	引述	More Podcasts:\n\nBBC – Vaccine: EU Spin and von der Leyen’s lies\nhttps://t.co/j11njimECa\n\nRenegade Inc.… https://t.co/WWI2wkIY51
0	同意	Me too. https://t.co/3hN101Zlbn
0	引述	FYI: I now have the delayed "COVID  arm" vaccine rash  eight days after the shot, and it's no big deal. https://t.co/uXeTG5FrZm
0	引述	@therealfrasio @LarocqueAmber @DonMartinCTV @JustinTrudeau It was done.\n\nhttps://t.co/8Neg1kAh4g
0	质询	What right has @NicolaSturgeon got to refuse help from WM to have army distribute vaccine. This shows @theSNP only… https://t.co/IHK38YsjYd
2	请求	Got mom an even earlier vaccine appointment, closer to the house. I think she prefers that to driving into Seattle.
2	请求	GIVE ME THE VACCINE
0	同意	Exactly!! https://t.co/IQI1fmWBn8
0	引述	Joe Biden Falsely Claims “We Didn’t Have [The Vaccine] When We Came Into... https://t.co/1C2XNwV48J via @YouTube
1	难过	It was so hard to get my mom a vax appt. Had to 1) watch local county supervisors meeting 2) glean info from health… https://t.co/PaCt4WJ8ux
0	赞扬	Awesome use of negative controls to improve observational data! https://t.co/wWgHjVXoXJ
0	同意	@_TyIIer Yeah the vaccine just promises protection from serious illness, not transference
1	感谢	@SaudiGawd I’m doing alright, thanks. No bloody corona viruses have infected me so far as I’ve been wearing my mask… https://t.co/cB3c95pTkW
0	引述	Delaying second dose of Pfizer vaccine could boost infections and deaths, study warns https://t.co/GDGN2nCRQn
0	引述	Australia pushes forward with vaccine certificates, paving way for mandated shots\n\nhttps://t.co/0G3QaArERA
0	质询	Unfortunately, doesn’t that apply to pretty much all of them now? https://t.co/rIBwyh60T2
2	咨询	Anyone interested in hearing about a POSITIVE side effect of the #PfizerBioNTech vaccine on my #pain? I’m not sure… https://t.co/lAErOHutsS
2	咨询	Who tryna go to cuba with me https://t.co/dQE4vMhRvJ
0	引述	Brazil Aims To Buy 30 Million COVID-19 Vaccine Doses From Russia, India https://t.co/uIaXKG5mTq
0	质询	Jesus Christ when are you ever gonna back up statement with fact-check, Joseph? \n\nAt this point parang sinasadya mo… https://t.co/QeuvuZkRbj
0	陈述	Starting March 15, people ages 16-64 who are severely disabled or have health conditions that put them at high risk… https://t.co/3RUks41vOw
0	批评	@catqueenmarie Totally. What a hypocritical declaration to make at the end. \n\nAnd it's disgusting they would even t… https://t.co/bUIjNYvNm8
0	同意	Same https://t.co/ehg6h7lYGP
0	析因	We have developed a vaccine less than 2 years! As a former scientist, I get geeked out because we about to have tra… https://t.co/kgOeEab4M2
0	引述	Those above 50 years will get Covid-19 vaccination from March, can self-register on CoWin app https://t.co/eUIzlPRJb0
0	陈述	Workers that can't get the vaccine for health or religious reasons can get the payment if they take an educational… https://t.co/9fDx97KyG6
0	陈述	Is it any wonder people are hesitant to take the Covid-19 vaccine when President Biden and his allies spent 2020 st… https://t.co/QeN5ayEuzH
0	质询	@kimpossiblefact So he understands it's MRNA but still doesn't understand why that is such a safe mechanism of action?
2	咨询	Did you stretch before that reach?!?!?! https://t.co/1tEH2W4JEt
0	同意	Exactly https://t.co/NZKjlspizw
0	同意	@SeanWal33531685 I agree with the first part of the tweet. We shouldn’t blindly take any drug/vaccine. Obviously!
2	请求	@BBGAfrica @AP Do not take sinopharm vaccine. Made in China just like the virus.
0	引述	Pennsylvania State House: Allow PA Teachers to Get the COVID Vaccine NOW! - Sign the Petition! https://t.co/pn7powjGte via @Change
0	赞扬	Helpful thread as ever by @ChrisCEOHopson. Kudos to the comment drawing attention to what could have been achieved… https://t.co/1F2PPDylLS
0	推测	I thought the military could not refuse. https://t.co/4OM2HKf7oU
1	感谢	Thank you Trish for all your help!🙏\n\n✅Another Pharmacy led vaccination site opens up today at St John's Methodist C… https://t.co/C5kM5yUWuV
0	质询	@WalshFreedom If we are a couple months away from herd immunity by vaccination, why should we jeopardize any more l… https://t.co/Nu8UkVyBTX
0	析因	@martleshamman @bhatia_bridget @mrdanwalker Apparently he has been suffering from pneumonia so could not have the vaccine
0	引述	Mayor Tom Koch City of Quincy -COVID, Vaccine Update for Friday, 2-26-21.  https://t.co/RMabnZRf2j
0	质询	@CNN Why didn’t @andersoncooper correct Biden about having the vaccine before being President? He received it befor… https://t.co/WtluVjjV4f
0	陈述	@NovaElegante Had COVID in June. Ended up in the hospital. Not risking that again so getting the vaccine as soon as possible
0	引述	This @KFF report provides yet another piece of what we already know\n\nfailure to subprioritize our #COVIDVaccine amo… https://t.co/KiieloH0Ib
0	陈述	During 1970's when India was in Grip of SmallPox and India Begged for Vaccine. World looked the other side. Today u… https://t.co/x8IYi3ZiM1
0	析因	And we have a large vaccination roll out only because we now have a President who cares and will make sure everyone… https://t.co/e2yFA0pLzN
0	引述	The poll suggests that substantial skepticism persists more than a month and a half into a U.S. vaccination drive t… https://t.co/1Jw8qEPEAY
0	断定	@kates4cubbies Two words prove everything Democrats say about corona and the vaccine:\nFlor rida
1	难过	@PoetTLStarr @thereidout @ASlavitt My Dad is a 85yr old vet he has been trying to get the vaccine still has not rec… https://t.co/GVXfojbRpo
0	引述	Japan likely to see increased COVID-19 vaccine supply in April: Kono https://t.co/iyxOVVGmJz
0	质询	where is *GOLDEN STANDARD FED Q?* It isn't up to Sates the PRIME MINISTER OF AUS HAS *CONSTITUTIONAL DUTY* 4 OS ARR… https://t.co/GaYs2JiwKw
1	欣喜	Isn’t this the BEST NEWS?!! #VaccinesWork #VaccinesSaveLives https://t.co/d1yhLBM9SY
0	引述	Can nurses allay people’s fears about the COVID-19 vaccine? https://t.co/SiREWjAC5D
0	引述	US Won’t Make Immigration Arrests At Virus Vaccination Sites https://t.co/3ecVO3WdbK
0	析因	@SandySue1958 People don't have it because of the vaccine.
0	陈述	@JoyceWhiteVance They are in Oregon! Although we are short on vaccine....
0	质询	@florian_krammer @VivianaSimonLab Do you have an opinion if this would also be the case with AstraZeneca’s AZ-1222?… https://t.co/Jr1f0UmSiE
0	断定	If we vaccinate everybody 60 years and older and that wants  to be vaccinated isn’t a pandemic over for the most part
1	欣喜	Brilliant to see https://t.co/klq26WCAtJ
0	引述	DND to roll out vaccination program as FDA advice could disqualify Lorenzana https://t.co/BmR70BekqJ
0	质询	@ChunkyChipper @nocheesegromit_ @Peston @BorisJohnson Evidence that the vaccine stops transmission? Long term effec… https://t.co/pAUAEydBCN
1	抱怨	I can’t deal with the fact that the supply is so bad in my area that I as a disabled person, but not severely enoug… https://t.co/mk8LBS8eBa
0	陈述	COVID vaccines donated by India for Myanmar civilians were robbed by Military and look what they do with them now.… https://t.co/sJoR5D6c5R
0	赞扬	Really good talks   Good range of speakers https://t.co/xddJbqa9Ol
3	拒绝	@deneenborelli Refuses, that is just stupid. It will go faster if people will get vaccination faster, if people wou… https://t.co/961jRNqkIV
0	质询	@hannnahburger Idk I don’t see why people should have to be forced to get an unproven vaccine so early into its dev… https://t.co/KrbBJWmsfh
1	抱怨	@itsmewendle @AnnieGrayerCNN Fuck the damn vaccination, there’s so many ways and options we have but people insist on being closed minded
0	引述	Pardon Archies "French." He gets the point. POISON for PROFIT experiments Pyramid SCHEMES are not the answer. https://t.co/mUkvLlEzTc
0	析因	@realTuckFrumper My son has spina bifida and related issues and he deserves a vaccine LONG before Meghan McCain.
0	陈述	@patzarina @LBC 884 given the vaccine
0	析因	Priority of those who require the vaccination first it's way too soon as we are going to be a breeding ground for the virus #Lockdown4
0	质询	@Pick_A_Lane @BaileyNitti @mc_cal1 Looks good on him, don’t you think? https://t.co/1UM15Flz8d
0	陈述	@njdotcom A situation so dire, they close vaccine centers every time snowflakes fall.
1	欣喜	@GSL_pt That is really a happy thing to hear🤗\nOur place started to give vaccine,but im not taking it,cause i think… https://t.co/QK0dJTwoo5
0	析因	WOW Biden: Minority don't get vaccine because they don't know how to file, get to the internet add to that :if you… https://t.co/eZVr76jSnw
3	承诺	But Matt works tonight &amp; I gotta get my 2nd vaccine today too. 🥺
0	陈述	Out of these, 54,12,270 are healthcare workers and 6,23,390 frontline workers whose vaccination started on February 2.
0	质询	How is it, that those who refuse to wear a mask, magically wear them to get a vaccine?
1	抱怨	The UK is doing eugenics again big surprise\n\nI hate this country so fucking much https://t.co/Bo9j8FmpVQ
0	断定	@JuanP1211 @Sanjigoat Groups are slow but the vaccination isn't
0	质询	@gettingbyok @jeremythomas212 @UKCovid19Stats Do you get the flu jab? Maybe stop driving? After all the fumes kill… https://t.co/Zur2W6W4hR
0	质询	@AlistairHaimes Why do we need vaccine passports. Lots of people go on holiday every year and get sick. This is no different.
0	断定	@PrisonPlanet That’s the plan! Depopulation. It’s not the virus it’s the vaccines causing infertility!
0	引述	How CVS and other retailers will dole out any surplus Covid vaccine doses https://t.co/RtfcaZuPFa
0	断定	The nhs is fundamentally broken and cannot be saved. So why risk your health? https://t.co/xNFvYRpIEs
0	引述	Europe’s Vaccination Debacle | by Hans-Werner Sinn by HANS-WERNER SINN - Project Syndicate https://t.co/t1OdSUjdhf
0	断定	The worst sentence you can receive in an email is, "I've been doing some research about the vaccine"
0	质询	Scratching my head as to why @AsthmaIreland has not at least commented on the splitting of the very high risk group… https://t.co/ro5Xn9kgai
2	咨询	@crazynellz @Pandus_reign @Mambofly8562 Is the RNA the weak Covid?
0	断定	Poor, poor, poor 'Republican', Meghan McCain. She is not sure when she will receive her covid-19 vaccination.  Don'… https://t.co/GZ8MmG1RYQ
0	断定	Covid vaccine isnt safe!!!!\nFor children and pregnant and lactating mothers 😂\nTheres no study for them yet
0	析因	"Our country survived the Twentieth Century because our forebearers gave up their lives for freedom. Today, some Br… https://t.co/aHYcqw4TYN
3	接受	Ok. I’m ready tog eat the vaccine!! Whatever I gotta do to travel... I’ll do😭
0	批评	Discrimination at the highest level... https://t.co/G148iexQFU
3	接受	I am ready for this! https://t.co/pgqm7U35Vc
2	咨询	@reallygraceful Are there any vaccines that are safe for babies? I believe the risk of death of the diseases they p… https://t.co/YGtsJEYRTw
1	欣喜	I was able to get my 86 year-old mother’s first #COVIDVaccine appointment today online. I am soooooo happy! https://t.co/CYgBMv8mO9
1	反讽	@MayorofLondon So when you going to congratulate the government on the speedy way they have delivered the vaccine
1	反讽	@JaroGiesbrecht A vaccine that doesn't exist.
0	引述	9 elderly care home residents die in Spain days after receiving Pfizer’s vaccine jab | News | LifeSite https://t.co/bUYnyyHyDq
0	同意	@EthereumMike @POTUS Yes. You can still get it after taking the vaccine because a vaccine while is very helpful, is… https://t.co/kd1KXs2Lrs
0	引述	Developing Countries Struggling To Cope With #COVID19 | Inter Press Service https://t.co/ZsdxcwNcjx #COVIDVaccine… https://t.co/fKurUB2oQr
0	质询	@PaulSovrano Infect who exactly??  People that have had the vaccine?  Isn't that why people are having it,? To protect themselves....
0	质询	@kikopangilinan Pls educate yourself immensely abt covid vaxx &amp; why the need to take extra precautions on mass vacc… https://t.co/msWYULHU79
1	难过	I initially turned down the COVID vaccine  but to see how bad my dad wants it, and cant get it, is heartbreaking. S… https://t.co/zHfrsoEsNA
0	陈述	This is at one of @CountyofLA designated "mega sites" for vaccine distribution. Not a hopeful sign. @thelapod
0	陈述	@Mark1957 My dad 64 is and has CF and Oxagen depending and and still not had a litter for his vaccination he’s in Glasgow!
0	引述	At UNSC, EAM warns against vaccine nationalism, announces 200,000 jabs for UN peacekeepers.\nhttps://t.co/lCS7u55zQB
0	析因	@sarkynorthener2 @mdh2007 @GMB Because the more herd immunity there is with the vaccine, the less the mutations whi… https://t.co/s5acak3x7y
0	引述	@GregMannarino It’s just not going to stop is it..... https://t.co/K2BnEApriT
2	邀请/建议	Somebody should tell @NicolaSturgeon that, rather than continuing to keep Scotland in permanent lockdown, her effor… https://t.co/STBgBChRbK
2	请求	@Asad_Umar when private dental surgery will get covid vaccination.plz they are doing more work than government hospital doctors
0	陈述	Ghana became the first country in the world to receive Covid-19 vaccines from the W.H.O.-backed Covax initiative… https://t.co/ClkvzIqtB7
1	反讽	What a surprise. https://t.co/ymBOXuUwQG
0	引述	First Contact: Biden Congratulates Netanyahu on Vaccination Success in First Call | United with Israel https://t.co/akj6EcqSe6
0	陈述	History has been made https://t.co/ylRbkFBmpv
0	质询	The same weekend Spurs go 3-0 up???!! https://t.co/63Un76r5mx
0	质询	Why not just let the Joint Committee on Vaccination &amp; Immunisation (JCVI) decide the vaccine priority list rather t… https://t.co/meL6HAT7rl
0	陈述	The coronavirus vaccine clinics open to eligible residents of Beverly, Danvers, Marblehead, Salem and Swampscott wi… https://t.co/M18a6HDIlr
2	邀请/建议	This is a must watch ... let’s talk about this with others and share it far and wide ... MOB Talks To Del Bigtree A… https://t.co/QwYtHBCSZR
0	析因	@stustin Yes, because they're about to roll in at high quantities. What makes us so much better than other countrie… https://t.co/JT8dforPYs
0	陈述	Someone remind our President he got the vaccination BEFORE he was President when Trump was still in office. This gu… https://t.co/5c4WQbLsNl
0	批评	Disingenuous Kamala Harris pretends there should have been a 'stockpile' of vaccine for her and Biden\n\nWhy should t… https://t.co/CuzMZxv0B6
1	攻击	@3CShells The CHINA VIRUS vaccine
0	陈述	Virus update: The vaccination pace keeps accelerating, while evidence is mounting that having COVID-19 may not prot… https://t.co/xAkp33aecC
0	引述	Clinical-stage biotechnology company, @Capricor\n\nannounced that it has received from @JohnsHopkins a  non-exclusive… https://t.co/jsQbGcVygc
0	陈述	Along with Health staff vaccination of frontline workers; Revenue, Police, Municipal, ICDS staff etc; has also star… https://t.co/QSEw8hKuO1
0	引述	S Korea's Intelligence Agency Claims Pyongyang Tried to Steal Pfizer Vaccine Technology, Reports Say https://t.co/3t4WXweEL6
1	希望	Let's hope that @AARPMA will soon start lobbying to ensure #COVID19 #vaccine eligibility of those 65 and older. Our… https://t.co/6Zl92z3Jng
0	陈述	@Conzgirl67 @blaireerskine I'm eligible but can't schedule. There is no supply of vaccine in my state.
4	other	Even @NandosUK @NandosSA Trusts The Science About The  #CovidVaccine \nFrontline #BAME Colleagues @NHS_ELFT @NHSuk L… https://t.co/ml8vvG1cyY
0	引述	UK faith leaders join to counter fears over vaccine in BAME communities https://t.co/OMVcWvIVhQ
2	请求	vaccine me pls
0	质询	@POTUS These vaccines?\nIll be selfless and let everyone on the planet have one before me.\nhttps://t.co/lF5RKLaton
4	other	So David didn’t get the vaccine shot? Okay.
2	邀请/建议	Politicians need to stop telling Canadians that opening up depends on a vaccine. It sure as hell does not. The vacc… https://t.co/Uw06GeEAZw
0	陈述	@katieappleseed7 Collapse of all Western economies by design Universal basic income coming next Businesses that too… https://t.co/MQNcfnmWIm
0	批评	@wyattd @MarkSeddon1962 The Government is passing the buck. Vaccine passports will happen by default because market… https://t.co/JTWs6UTzde
3	承诺	Scheduled to get my vaccine sometime late March through the VA, could be sooner depending on cancellations, they’re… https://t.co/ZuffMjxSod
1	反讽	Thank you asthma for making me eligible to get a vaccine soon, at some point, this year...😑
0	赞扬	LOVE THIS... the @AtlantaFalcons, Emory Healthcare and Children's Healthcare of Atlanta have selected 23 local heal… https://t.co/Ic1oI7pSLW
1	感谢	@Azeem_Majeed @ImperialMed Thank you so much Professor Majeed - really appreciate it! ☺️ It’s such an amazing exper… https://t.co/DHfVpT1n2U
1	难过	@DanielNewman That's frustrating.  I don't think anyone should pass up the opportunity to get this vaccine.  COVID… https://t.co/EQkw2AOImc
0	陈述	@Jonssonville @kodacohen Schools, protests, people not keeping masks on their faces in downtown nightclubs, etc. Bu… https://t.co/rCELyFMaFQ
1	难过	@burlesquelady I told another user I’m sorry that hasn’t been the case for all. :c I am glad you received the vacci… https://t.co/5HR1wkzheO
2	请求	The push to inoculate everybody is the priority! #COVIDVaccination #CovidVaccine #southafricanvariant https://t.co/1JInvpqd3Z
0	批评	@SenMarkey \n\nMass is one of the SLOWEST states to roll out the vaccine.\n\nONLY 2% OF ELIGIBLE RESIDENTS HAVE BEEN FU… https://t.co/5ONRJjZDLK
0	陈述	@FrankiLoveMusic When I have a follow-up with my primary care physician, I will see about getting the vaccine and h… https://t.co/4IeSzrdOcJ
0	陈述	#Covid19 #vaccination: With more than 2.6 people having received their first dose of the #Astrazeneca #CovidVaccine… https://t.co/7snZfQmE6c
0	陈述	approve the J&amp;J vaccine already - i and my wife are months away from getting one otherwise even though she has high risk factors
0	批评	@DailyCaller Ridiculous statement.  How then did the vaccine get to states within days after it was ready.  You did… https://t.co/9pMwqWqz2v
2	邀请/建议	The vaccine needs to go where COVID mortality has been highest. Every allocation choice must be viewed through the… https://t.co/oHvcmYdmWn
1	反讽	Globalist billionaires believe the planet is overrun with peasants and they want to vaccinate all the peasants. Do the maths!
0	断定	@azsweetheart013 She's not weepy because she didn't get the vaccine, but for all the losses, and to come. I'm glad Nils got it, though!
0	质询	@DailyCaller Ok ok, let me ask you... What is the point of the vaccine?
0	引述	Massachusetts Teachers Association President Merrie Najimy said Riley's announcement of the plan was, "simply a bai… https://t.co/0yJcHAHkf8
0	断定	@ClareCraigPath The pandemic is a hoax. The sequence of COVID contains random bits of RNA commonly found in human s… https://t.co/Jmsm1l9kp4
0	引述	COVID-19 vaccine: Can you take Tylenol, Motrin before, after your vaccination? https://t.co/Fw4baNj2fK
0	赞扬	@Jackson_Carlaw Brilliant that Scotland has moved ahead of England on the vaccine roll out now!!! https://t.co/RYGYSB1zoY
0	赞扬	I’ve had my first shot. (I live in a state where they’re doing a great job of getting people vaccinated.) Had basic… https://t.co/ul7FGLNfX4
0	断定	@Quophieparadise u know say low key low key boys want Akuffo Addo to die 😂😂😂😂 they want make he take the vaccine first 😂😂😂😂
0	陈述	um so far it seems like my vaccine appointment has not been affected by the storm like I originally thought so if a… https://t.co/TK0JLzqrzb
1	反讽	@AllieRenison @CBSNews “Due to get one” meaning she has access to the vaccine now? That would be great and very rea… https://t.co/V3WflYRFXf
1	希望	@Maggie_Nickson I kind of want to get the Moderna vaccine just because it's Dolly's. :P
0	陈述	@NPR some teachers have been face to face since September. Please stop making it sound as if everyone is virtual an… https://t.co/OzZZxgRnyg
0	同意	@jusbitching @ajlamesa We all agree there are challenges with virtual learning and it does not work for all childre… https://t.co/8uaSUYaU9W
1	欣喜	This is great news for them. Really I couldn’t be happier for them, they’re going to have a great Spring &amp; summer w… https://t.co/EBJXOBQJyP
4	other	@MartinDaubney @Thomas_Binder @ClareCraigPath @samasjapi @ukcolumn @SirGrahamBrady @CharlesWalkerMP @shockingtruth2… https://t.co/vbS8LF41sm
4	other	It’s vaccine 🎵 https://t.co/pV9MVXOdu4
2	请求	@vijayrupanibjp I request to please give permission to Public Health Center to utilize balance doze for elderly peo… https://t.co/3ZdPXaJXKW
0	引述	Fremont County has a new way to sign up for the COVID-19 vaccine\nhttps://t.co/QX63gyVqfs
0	引述	Englishman in #Dubrovnik - No more Groundhog days let’s keep the faith\nhttps://t.co/fYiVPIa1qK\n#Croatia #vaccine… https://t.co/KltxivGqE3
0	引述	Every adult in the UK is set to be offered a jab by the end of July  https://t.co/Mc0jStWY6N
0	陈述	The pandemic virus is like the ‘flu virus - both are spread through airborne transmission \nHave you noticed how few… https://t.co/ICrG9Byuk1
0	断定	@tarysai1 The vaccine is not the silver bullet in these types of viruses.  \nWe may se the future all people requiri… https://t.co/iYGuiBtDQX
0	陈述	United States approves Johnson &amp; Johnson's coronavirus vaccine for emergency use #Coronavirus #COVID #COVID19… https://t.co/MYt5CbaGgE
0	质询	@NYDailyNews Didn't they make the vaccine? So they should know how to store it? So what gives?? Did they.... Forget… https://t.co/s4nEmSUOua
1	抱怨	@w_terrence No vaccine for me or mine....
1	感谢	Thanks for sharing @BreesAnna we need safety data transparency https://t.co/ozHl1sUDQO
0	批评	Here is my latest column for Asia Times: '#VaccineNationalism reminds us of ugly truths about the West' 👉🏾… https://t.co/Jl0tCOelCn
1	幽默	Trying to get a vaccine in Maryland in 2021 is like trying to buy a cabbage in Moscow in 1975 writes @anneapplebaum… https://t.co/cp7k625k0K
1	反讽	@vicramsey85 Oh the irony https://t.co/nG9i3hBx4b
0	推测	@edwinmundt @Jeremy_Nolais Looks like the next superspreader event might be at a vaccination location.
0	批评	The US bungled it’s disastrous vaccine rollout due to seditionist Trump. They’re currently at 10% of pop’n. We’re a… https://t.co/3g00fm5c28
0	引述	Everything you need to know about Johnson &amp; Johnson’s COVID vaccine | Charotar Samachar https://t.co/yw5vBUuQiw
2	咨询	YES, Dr!   &amp; what happened to any kind of real \nNational Pandemic Plan?   \nWhy don't we get at the very least weekl… https://t.co/pFbFW4FmPm
1	欣喜	@roadender65 so happy for you 🤪 https://t.co/8zFAgTSqky
0	不同意	@POTUS @JoeBiden No they are not safe! My immunity system does just fine. I do not want YOUR vaccine.
1	抱怨	The misinformation around the Covid Vaccine is scary to me. People really just will say anything on here. No medical degree, just vibes.
3	拒绝	@LozzaFox I’m with Musk on this. I’ll be refusing the vaccine too. People are losing their marbles with this virus… https://t.co/ol9i6esukr
0	引述	FDA Authorizes First COVID-19 Test at Home in 30 minutes https://t.co/ya2eU21XOE #AstraZeneca #BREAKING #COVID19 #Johnson &amp; Johnson #Health
0	赞扬	This is interesting and useful on many levels.  \n\nAlso I've just read a scientific paper that says that around 20%… https://t.co/7Kj70Z9EsB
0	引述	https://t.co/GHMOrr96fR - Protesters shut down LA COVID-19 vaccination site
2	咨询	@NewcastleCastle "Have you had a vaccination in the past 7 days?"
0	陈述	@SassyFNP White male. 38, when available both my wife and I will get the vaccine. We are on the wait list currently.
0	批评	The ineptness of Trudeau and his Liberal government are directly responsible for 1000's deaths of Canadian citizens… https://t.co/02YEuhyL9Z
2	咨询	Are there people out there selling “ Fake” Covid-19 vaccine shots?........
0	引述	.@propublica: Why We Can’t Make Vaccine Doses Any Faster https://t.co/hJXrK3kjXF
0	陈述	More than 155,000 in Singapore have received first dose of Covid-19 vaccine; four had severe allergic reactions, sa… https://t.co/4o7o5dsJ8c
1	欣喜	Local pharmacy just called from their waitlist &amp; my wife &amp; I got our first dose of the vaccine! I feel better alrea… https://t.co/ihs66GPFFO
1	攻击	@daliagebrial @HarshaWalia Holy shit what the fuck that's basically eugenics are these people psychopaths?
0	不同意	Let’s put at least one conspiracy to rest. it’s impossible to put a microchip within a vaccine/needle... \ni m p o s… https://t.co/CPw1eEDvYT
0	赞扬	Well done Boris https://t.co/HL1sfM4J6a
4	other	Dummy https://t.co/HKwIopwqC9
0	批评	@OpenUpBritain @SharpieDj All SAGE and government people involved in adopting CCP policies to strip basic rights an… https://t.co/jmnGcZ8qU8
1	幽默	@Asilverlining20 We can dream. With the vax passport stuff idk. :(
0	质询	@AlexandrosHanou @dockaurG Timing of the WHO's report is questionable. The same day of the Biden inauguration WHO r… https://t.co/TEHeqf9Dqi
0	批评	@LBC @NickFerrariLBC If he is an expert, must know that vaccination isn't magic, won't get rid of the virus overnig… https://t.co/QqRdLsmxCS
0	陈述	Seen here is our CEO, Mr. Mohammed Mohebi receiving his first dose of Covid-19 vaccine #covid19vaccinated #UAE https://t.co/JqAlcscoXk
0	批评	@jintygal31 @Paulcla84713288 @piersmorgan You're wrong, you are the enemy, you're no better than a dictator trying… https://t.co/Pseurc1VPA
1	欣喜	Glad to be a part of the #Covid19 vaccination movement. We have supplied vaccination boxes through TPC Packaging Pv… https://t.co/6Ya17rtlFL
0	断定	He took a shot of water guys. Don’t trust the snake. #WeChooseVaccination #CyrilRamaphosa https://t.co/XnKid2u0np
0	引述	https://t.co/70Ml0ikkn5 at 11 m 25 s : give your purse a holiday = satanic illuminati predictive programming ; for… https://t.co/YyEQRO16iy
1	攻击	@liberal_party You have foolishly spent so much money it is amazing.\nYou spent $billions on a pipeline that does no… https://t.co/nInXSU9uhI
2	邀请/建议	Are you interested in methods of potentially increasing #immunity? Then read this new paper, "Directed attenuation… https://t.co/9GIkwBltSq
2	邀请/建议	Read this. Read this thread NOW. https://t.co/5NqK9n031z
0	引述	Gravitas: European Union's vaccine supply disaster https://t.co/8Z9dcQ8DMp via @YouTube
1	欣喜	I finally got a COVID vaccine appointment!!!! This is such a relief
0	析因	MRNA vaccines are key to protection against variants, hence the opening international borders.\n\nSo why has ⁦@ausgov… https://t.co/gJ7Y4Laq5R
1	欣喜	He's way less racist than Trump. \n\nSo glad Chynna installed him for us. https://t.co/rXzRfI2DK5
0	质询	how the fuck theres a microchip in a vaccine!!??
1	反讽	@FoxNews Ok, lets hurry and approve a vaccine made by a company that put asbestos in BABY POWDER! Not a good idea!
0	引述	Study suggests Pfizer's COVID-19 vaccine less effective against South African variant https://t.co/gRlLgy0Fro via… https://t.co/7vdcrlDHMe
0	不同意	"Rigorous," "Scientific," and "review" no longer mean what they once did.  New speak is real. https://t.co/u2YPFjp5ae
